iter	Passed	Remaining
972	3954028	3360721
973	3957266	3355956
974	3960664	3351331
975	3963907	3346577
976	3967614	3342217
977	3971632	3338120
978	3974803	3333313
979	3978510	3328958
980	3981875	3324317
981	3985843	3320183
982	3989458	3315755
983	3992560	3310903
984	3996378	3306648
985	3999274	3301632
986	4002680	3297040
987	4006339	3292659
988	4010050	3288322
989	4013665	3283907
990	4016511	3278867
991	4020221	3274535
992	4023811	3270106
993	4027332	3265623
994	4030318	3260710
995	4033643	3256073
996	4036771	3251281
997	4040271	3246791
998	4043722	3242264
999	4047410	3237928
1000	4051770	3234130
1001	4054647	3229150
1002	4058672	3225087
1003	4061614	3220164
1004	4065780	3216214
1005	4068952	3211479
1006	4072744	3207235
1007	4076561	3203012
1008	4080474	3198865
1009	4083474	3194004
1010	4086712	3189333
1011	4089297	3184156
1012	4094317	3180876
1013	4098077	3176616
1014	4101586	3172163
1015	4105720	3168194
1016	4108953	3163530
1017	4112218	3158894
1018	4116616	3155130
1019	4119906	3150516
1020	4122972	3145735
1021	4127147	3141801
1022	4130247	3137049
1023	4133647	3132529
1024	4137083	3128038
1025	4140645	3123645
1026	4143999	3119095
1027	4146725	3114077
1028	4150051	3109513
1029	4154349	3105678
1030	4158956	3102073
1031	4162597	3097747
1032	4165842	3093127
1033	4168766	3088273
1034	4172983	3084378
1035	4176490	3079960
1036	4180525	3075931
1037	4184994	3072221
1038	4188657	3067919
1039	4192272	3063583
1040	4195914	3059268
1041	4199082	3054611
1042	4202245	3049951
1043	4205048	3045034
1044	4208693	3040730
1045	4211480	3035809
1046	4214869	3031324
1047	4218536	3027041
1048	4221594	3022323
1049	4224847	3017748
1050	4228057	3013144
1051	4231817	3008934
1052	4234894	3004241
1053	4239278	3000476
1054	4242719	2996043
1055	4246246	2991673
1056	4249986	2987454
1057	4254703	2983922
1058	4258222	2979549
1059	4261066	2974706
1060	4265307	2970841
1061	4269015	2966603
1062	4272914	2962500
1063	4276518	2958193
1064	4280365	2954055
1065	4284201	2949909
1066	4287669	2945512
1067	4290708	2940822
1068	4293589	2936027
1069	4297303	2931805
1070	4301335	2927799
1071	4304386	2923128
1072	4307179	2918284
1073	4311033	2914162
1074	4315345	2910349
1075	4318741	2905918
1076	4322147	2901497
1077	4325579	2897095
1078	4328562	2892394
1079	4332891	2888594
1080	4336364	2884223
1081	4340657	2880399
1082	4343910	2875885
1083	4347387	2871521
1084	4350667	2867029
1085	4354740	2863061
1086	4357557	2858269
1087	4361508	2854222
1088	4365001	2849877
1089	4368371	2845452
1090	4371655	2840975
1091	4375127	2836621
1092	4378806	2832402
1093	4382403	2828132
1094	4386221	2824005
1095	4388886	2819138
1096	4392113	2814636
1097	4395119	2809994
1098	4398319	2805479
1099	4401434	2800912
1100	4404554	2796352
1101	4408080	2792051
1102	4411224	2787510
1103	4414328	2782945
1104	4416923	2778064
1105	4420373	2773724
1106	4423704	2769311
1107	4427073	2764923
1108	4429924	2760214
1109	4433186	2755764
1110	4436414	2751296
1111	4439370	2746661
1112	4442295	2742009
1113	4444989	2737219
1114	4448568	2732976
1115	4453061	2729295
1116	4456298	2724845
1117	4460138	2720764
1118	4463504	2716395
1119	4466474	2711788
1120	4468996	2706912
1121	4472032	2702351
1122	4475238	2697895
1123	4478199	2693294
1124	4481829	2689097
1125	4485657	2685020
1126	4489050	2680684
1127	4492107	2676149
1128	4495300	2671697
1129	4498816	2667439
1130	4502671	2663384
1131	4505948	2658987
1132	4508973	2654444
1133	4511877	2649832
1134	4514646	2645145
1135	4517847	2640713
1136	4521063	2636292
1137	4524167	2631809
1138	4527333	2627363
1139	4530607	2622983
1140	4533444	2618352
1141	4536533	2613869
1142	4540025	2609621
1143	4544058	2605683
1144	4547480	2601397
1145	4550893	2597106
1146	4554124	2592714
1147	4557609	2588468
1148	4560270	2583756
1149	4564087	2579701
1150	4566844	2575049
1151	4569625	2570414
1152	4572506	2565838
1153	4576057	2561640
1154	4579092	2557155
1155	4582841	2553070
1156	4585363	2548304
1157	4588520	2543894
1158	4592250	2539803
1159	4595960	2535702
1160	4599219	2531353
1161	4602577	2527060
1162	4605745	2522665
1163	4608533	2518064
1164	4611254	2513430
1165	4615056	2509387
1166	4618522	2505162
1167	4621423	2500633
1168	4624547	2496227
1169	4628161	2492086
1170	4631394	2487742
1171	4634364	2483260
1172	4637362	2478795
1173	4640429	2474368
1174	4644113	2470273
1175	4647198	2465860
1176	4651134	2461900
1177	4654231	2457497
1178	4657480	2453176
1179	4661270	2449142
1180	4665199	2445180
1181	4669276	2441296
1182	4672377	2436903
1183	4675755	2432656
1184	4678250	2427952
1185	4681365	2423573
1186	4685316	2419628
1187	4688134	2415099
1188	4690749	2410469
1189	4694629	2406491
1190	4697903	2402202
1191	4701664	2398164
1192	4704949	2393884
1193	4708296	2389638
1194	4711761	2385452
1195	4714272	2380786
1196	4717805	2376638
1197	4720545	2372093
1198	4724291	2368056
1199	4727992	2363996
1200	4731765	2359973
1201	4734812	2355588
1202	4737021	2350791
1203	4740259	2346507
1204	4743151	2342054
1205	4745622	2337396
1206	4747960	2332676
1207	4749932	2327781
1208	4752361	2323114
1209	4754872	2318491
1210	4758213	2314275
1211	4761450	2310010
1212	4764402	2305609
1213	4767576	2301317
1214	4770408	2296863
1215	4773784	2292672
1216	4777735	2288759
1217	4780534	2284294
1218	4784409	2280346
1219	4787417	2275985
1220	4789665	2271266
1221	4792890	2267013
1222	4795799	2262613
1223	4799173	2258434
1224	4801275	2253659
1225	4803795	2249085
1226	4806754	2244719
1227	4809075	2240057
1228	4811698	2235540
1229	4814485	2231102
1230	4817005	2226544
1231	4820206	2222303
1232	4823140	2217940
1233	4826274	2213671
1234	4829228	2209323
1235	4831964	2204877
1236	4835140	2200633
1237	4837752	2196136
1238	4840792	2191836
1239	4843222	2187261
1240	4846162	2182920
1241	4848765	2178430
1242	4851457	2173983
1243	4854047	2169494
1244	4856273	2164844
1245	4858685	2160282
1246	4861309	2155817
1247	4863400	2151119
1248	4865556	2146454
1249	4867812	2141837
1250	4870392	2137366
1251	4872743	2132798
1252	4874833	2128119
1253	4877100	2123522
1254	4879283	2118891
1255	4881588	2114318
1256	4883830	2109721
1257	4886679	2105389
1258	4888562	2100645
1259	4890765	2096042
1260	4893400	2091627
1261	4895531	2087001
1262	4897659	2082377
1263	4900630	2078115
1264	4903797	2073937
1265	4905742	2069246
1266	4908091	2064729
1267	4910305	2060159
1268	4912657	2055651
1269	4915226	2051236
1270	4917407	2046662
1271	4919759	2042164
1272	4922169	2037693
1273	4924765	2033301
1274	4927129	2028818
1275	4929413	2024304
1276	4931871	2019865
1277	4934369	2015446
1278	4937464	2011273
1279	4940464	2007063
1280	4942820	2002594
1281	4945124	1998108
1282	4948139	1993911
1283	4950201	1989333
1284	4952265	1984759
1285	4955590	1980694
1286	4957826	1976196
1287	4960467	1971862
1288	4963276	1967598
1289	4966247	1963400
1290	4968798	1959038
1291	4971448	1954717
1292	4974076	1950391
1293	4976467	1945975
1294	4978883	1941572
1295	4981863	1937391
1296	4983986	1932880
1297	4986266	1928432
1298	4988465	1923957
1299	4990814	1919544
1300	4993472	1915252
1301	4996282	1911020
1302	4998768	1906667
1303	5001132	1902271
1304	5004079	1898098
1305	5006726	1893815
1306	5008946	1889373
1307	5011660	1885119
1308	5014799	1881028
1309	5017062	1876611
1310	5019389	1872220
1311	5022260	1868035
1312	5024982	1863797
1313	5027579	1859515
1314	5029574	1855014
1315	5031884	1850632
1316	5034974	1846539
1317	5036919	1842029
1318	5039184	1837640
1319	5041484	1833267
1320	5043489	1828790
1321	5046451	1824662
1322	5049133	1820435
1323	5051207	1815993
1324	5054080	1811840
1325	5056469	1807516
1326	5058425	1803040
1327	5061147	1798841
1328	5063456	1794498
1329	5065493	1790061
1330	5068017	1785800
1331	5071010	1781706
1332	5073131	1777308
1333	5074891	1772788
1334	5076833	1768335
1335	5078703	1763861
1336	5081029	1759548
1337	5083194	1755183
1338	5084642	1750575
1339	5086824	1746223
1340	5088922	1741845
1341	5090994	1737462
1342	5092613	1732929
1343	5094322	1728430
1344	5096049	1723942
1345	5098145	1719582
1346	5099643	1715024
1347	5101797	1710691
1348	5103850	1706327
1349	5105943	1701981
1350	5107640	1697506
1351	5109782	1693182
1352	5111752	1688804
1353	5113867	1684479
1354	5115589	1680027
1355	5117702	1675707
1356	5119216	1671195
1357	5121412	1666910
1358	5123498	1662592
1359	5125261	1658172
1360	5126902	1653717
1361	5129355	1649528
1362	5130920	1645056
1363	5132896	1640720
1364	5135279	1636517
1365	5137464	1632254
1366	5139106	1627822
1367	5141264	1623557
1368	5142892	1619128
1369	5144976	1614846
1370	5147215	1610616
1371	5149453	1606389
1372	5151285	1602038
1373	5153731	1597881
1374	5155883	1593636
1375	5157566	1589250
1376	5159554	1584961
1377	5161756	1580741
