iter	MAE
369	6.237110175
370	6.237036933
371	6.236961431
372	6.236845663
373	6.236807806
374	6.236726461
375	6.236674725
376	6.236625082
377	6.236561238
378	6.23649895
379	6.236422065
380	6.236348552
381	6.236276033
382	6.23608256
383	6.235970906
384	6.235900882
385	6.235825171
386	6.235747316
387	6.235700582
388	6.235642743
389	6.235560113
390	6.235459195
391	6.235352963
392	6.235252508
393	6.235184196
394	6.235109074
395	6.234998248
396	6.234368174
397	6.234306665
398	6.234254829
399	6.234199539
400	6.234124231
401	6.234056908
402	6.234006485
403	6.233826878
404	6.233778454
405	6.233724103
406	6.233561014
407	6.233506473
408	6.233436934
409	6.233382869
410	6.23332988
411	6.233279424
412	6.233229828
413	6.23314562
414	6.233092299
415	6.23304856
416	6.232740022
417	6.232688521
418	6.232610486
419	6.232530508
420	6.232377679
421	6.23230407
422	6.23223358
423	6.232163619
424	6.23210458
425	6.232012068
426	6.231947598
427	6.231895363
428	6.231846629
429	6.231803002
430	6.231755166
431	6.23169634
432	6.231659251
433	6.231625854
434	6.231525297
435	6.231403588
436	6.23135531
437	6.23128083
438	6.231262236
439	6.231087186
440	6.231041857
441	6.230940154
442	6.230897433
443	6.230849838
444	6.230787748
445	6.230764675
446	6.230692073
447	6.230622159
448	6.230562158
449	6.230512224
450	6.230470235
451	6.230403543
452	6.230312594
453	6.229896934
454	6.229843161
455	6.229786284
456	6.229744882
457	6.22965018
458	6.229587876
459	6.229539201
460	6.229480428
461	6.22944711
462	6.229328522
463	6.229282212
464	6.229230881
465	6.229122999
466	6.229045134
467	6.229002556
468	6.228956159
469	6.22890066
470	6.228839029
471	6.228794486
472	6.228726097
473	6.228687919
474	6.228645045
475	6.228619296
476	6.228570033
477	6.228516917
478	6.228443513
479	6.22838742
480	6.228355751
481	6.228292186
482	6.228204394
483	6.228172515
484	6.228082703
485	6.228029075
486	6.227973174
487	6.227918006
488	6.227848633
489	6.227066526
490	6.227013943
491	6.22696352
492	6.226926681
493	6.226871804
494	6.226831153
495	6.226760831
496	6.226716228
497	6.226670444
498	6.226616338
499	6.226556656
500	6.22648125
501	6.226390765
502	6.2263409
503	6.226267582
504	6.226194476
505	6.226162882
506	6.226106265
507	6.226050113
508	6.225695497
509	6.225582465
510	6.225465002
511	6.225402607
512	6.225307184
513	6.225275873
514	6.225224964
515	6.225185513
516	6.225122148
517	6.22508107
518	6.225029212
519	6.224362318
520	6.224219374
521	6.224154353
522	6.224082165
523	6.224034113
524	6.223977111
525	6.223892574
526	6.22382471
527	6.223778567
528	6.22372761
529	6.223666221
530	6.223612162
531	6.223546583
532	6.223497571
533	6.223461617
534	6.223382729
535	6.223340239
536	6.223206555
537	6.223155973
538	6.223099147
539	6.223044708
540	6.22299658
541	6.222927675
542	6.222894751
543	6.222854294
544	6.222807098
545	6.222711592
546	6.222674223
547	6.222599289
548	6.221908846
549	6.221844675
550	6.221789132
551	6.221723515
552	6.221526153
553	6.221468181
554	6.221417505
555	6.221382008
556	6.221292546
557	6.221243761
558	6.221121438
559	6.221062048
560	6.221006321
561	6.22094885
562	6.220885017
563	6.220857814
564	6.220809139
565	6.220757227
566	6.220698865
567	6.220648905
568	6.220562467
569	6.220511002
570	6.22001367
571	6.219941056
572	6.2198919
573	6.219856459
574	6.219704676
575	6.219604568
576	6.219556256
577	6.219495525
578	6.219438778
579	6.219213365
580	6.219172123
581	6.219105726
582	6.219045315
583	6.218977657
584	6.218853414
585	6.218814273
586	6.218773645
587	6.218714095
588	6.21866311
589	6.218631544
590	6.218598191
591	6.218544657
592	6.218508697
593	6.218244253
594	6.218205567
595	6.218172664
596	6.21813624
597	6.218090154
598	6.218039656
599	6.217989209
600	6.217948144
601	6.21788874
602	6.217831067
603	6.217796247
604	6.217744945
605	6.217693954
606	6.217629927
607	6.217505476
608	6.217462337
609	6.217396865
610	6.217369095
611	6.217327735
612	6.217280287
613	6.217252616
614	6.217205426
615	6.217162035
616	6.217123246
617	6.217085287
618	6.217041933
619	6.216996818
620	6.216957125
621	6.216920785
622	6.216869166
623	6.216789586
624	6.216743196
625	6.216692068
626	6.216647788
627	6.216608932
628	6.216573725
629	6.216530776
630	6.21649505
631	6.216435184
632	6.216380973
633	6.216345468
634	6.216290059
635	6.216190817
636	6.216158466
637	6.216114481
638	6.216032406
639	6.215986549
640	6.21596873
641	6.215932274
642	6.215861663
643	6.215844321
644	6.215805556
645	6.21577145
646	6.215699776
647	6.215608952
648	6.215560331
649	6.215522845
650	6.215469642
651	6.21537443
652	6.215275374
653	6.215235125
654	6.215151187
655	6.21511239
656	6.215041684
657	6.21497924
658	6.214939822
659	6.214785921
660	6.214753517
661	6.214719604
662	6.214658181
663	6.214609978
664	6.214555303
665	6.214516402
666	6.214477796
667	6.214420082
668	6.214384865
669	6.214346718
670	6.21431756
671	6.2142599
672	6.214202899
673	6.21417048
674	6.214092529
675	6.21406505
676	6.214010511
677	6.213971302
678	6.213883524
679	6.213817421
680	6.213784358
681	6.21374978
682	6.213713668
683	6.213660385
684	6.213618808
685	6.21357171
686	6.213522461
687	6.213378769
688	6.21333095
689	6.21329294
690	6.213187846
691	6.213146612
692	6.213114901
693	6.213077617
694	6.213024892
695	6.212961385
696	6.212917974
697	6.212861058
698	6.21280262
699	6.21277077
700	6.212741902
701	6.21267143
702	6.212635245
703	6.212573132
704	6.212533802
705	6.212498836
706	6.212433421
707	6.212014551
708	6.211862196
709	6.211831711
710	6.211702313
711	6.211661279
712	6.211619604
713	6.211583063
714	6.211536757
715	6.211489594
716	6.211457854
717	6.211420964
718	6.211385527
719	6.211338501
720	6.211294272
721	6.211257022
722	6.211199269
723	6.211138323
724	6.211107366
725	6.211073994
726	6.2110268
727	6.210992724
728	6.210954033
729	6.210848388
730	6.210799462
731	6.210754671
732	6.210720214
733	6.210652461
734	6.21060107
735	6.210557741
736	6.210489681
737	6.210455346
738	6.210415704
739	6.210349154
740	6.210323275
741	6.210267086
742	6.210240912
743	6.210207151
744	6.210134745
745	6.210082077
746	6.21005092
747	6.210002039
748	6.209975022
749	6.209948982
750	6.209928401
751	6.209878376
752	6.209822364
753	6.209789991
754	6.209775784
755	6.209752978
756	6.209714201
757	6.209679489
758	6.209594904
759	6.209519111
760	6.209482629
761	6.209446817
762	6.209405226
763	6.209354992
764	6.209322496
765	6.209281019
766	6.2092099
767	6.209187055
768	6.209143542
769	6.209104024
770	6.209047856
771	6.209010565
772	6.208978773
773	6.208926731
774	6.208893737
775	6.208850934
776	6.20876691
777	6.208745577
778	6.208707013
779	6.20866184
780	6.208640404
781	6.208582757
782	6.208562656
783	6.208511293
784	6.208457834
785	6.208418573
786	6.208393143
787	6.208362818
788	6.208330148
789	6.20828907
790	6.208265836
791	6.20823335
792	6.208194418
793	6.20818206
794	6.208144644
795	6.208125599
796	6.208095088
797	6.207642655
798	6.207606916
799	6.207574142
800	6.207532831
801	6.207497201
802	6.207451178
803	6.207396201
804	6.207357688
805	6.207320568
806	6.207275419
807	6.207245337
808	6.207181515
809	6.207128855
810	6.207111836
811	6.207050582
812	6.206962244
813	6.206938454
814	6.206854514
815	6.206821041
816	6.20679261
817	6.206772355
818	6.206743785
819	6.206696926
820	6.206637024
821	6.206590094
822	6.206547745
823	6.206512506
824	6.206478394
825	6.206451925
826	6.206411507
827	6.206380439
828	6.20636007
829	6.206324184
830	6.206287662
831	6.206225225
832	6.206165591
833	6.206119013
834	6.20607158
835	6.206023981
836	6.205994317
837	6.205959737
838	6.205903522
839	6.205882926
840	6.205851752
841	6.20531955
842	6.205234681
843	6.205198295
844	6.205161322
845	6.205102907
846	6.205046461
847	6.205017121
848	6.204990272
849	6.204928163
850	6.204865841
851	6.204260177
852	6.204190533
853	6.204168183
854	6.204144321
855	6.204091556
856	6.20405268
857	6.204015921
858	6.203990455
859	6.20393034
860	6.203887075
861	6.203830243
862	6.203213809
863	6.203178046
864	6.203139386
865	6.203101567
866	6.203060545
867	6.203031466
868	6.202912188
869	6.202871666
870	6.202839436
871	6.202813258
872	6.202779816
873	6.202675448
874	6.202620997
875	6.202597815
876	6.202480702
877	6.202432443
878	6.202412955
879	6.202355467
880	6.202296703
881	6.202260094
882	6.202231284
883	6.202203494
884	6.2020919
885	6.202050729
886	6.202002139
887	6.20197306
888	6.201915125
889	6.201849781
890	6.201817074
891	6.201754964
892	6.201727264
893	6.201703764
894	6.201687129
895	6.201647782
896	6.201628508
897	6.201582297
898	6.2015287
899	6.201481314
900	6.201456011
901	6.201422186
902	6.201407162
903	6.201384513
904	6.201345755
905	6.201314448
906	6.201272953
907	6.20120098
908	6.201131568
909	6.201097445
910	6.201060823
911	6.201018469
912	6.200970551
913	6.200908694
914	6.200878334
915	6.200833779
916	6.200785256
917	6.20076086
918	6.200728375
919	6.200694895
920	6.200619014
921	6.200517776
922	6.200485622
923	6.200442297
924	6.200420831
925	6.200400157
926	6.200366903
927	6.200322193
928	6.20029446
929	6.20027176
930	6.200223828
931	6.20018245
932	6.200112723
933	6.200082376
934	6.200042141
935	6.200012235
936	6.199981993
937	6.199950691
938	6.199887562
939	6.199831986
940	6.199787098
941	6.199734021
942	6.199681501
943	6.199663544
944	6.199626991
945	6.199593947
946	6.199567498
947	6.199540348
948	6.199511879
949	6.199493122
950	6.199451162
951	6.19941747
952	6.199386989
953	6.199349426
954	6.199331007
955	6.19928669
956	6.199218404
957	6.199185861
958	6.199157503
959	6.199118486
960	6.199098327
961	6.19904331
962	6.199016914
963	6.198986178
964	6.198965119
965	6.19892423
966	6.198881504
967	6.198854623
968	6.19882303
969	6.198798738
970	6.198274366
971	6.1982426
972	6.198201607
973	6.198178138
974	6.198141937
975	6.198115072
976	6.198076386
977	6.198025657
978	6.198004267
979	6.197962702
980	6.197929918
981	6.19788616
982	6.197858209
983	6.19782856
984	6.197800344
985	6.197758297
986	6.197687107
987	6.197645587
988	6.197514281
989	6.197486028
990	6.197447923
991	6.197422276
992	6.197390168
993	6.197370307
994	6.197338667
995	6.197315291
996	6.197250537
997	6.197220321
998	6.197133044
999	6.197108734
1000	6.197069597
1001	6.197035807
1002	6.196990145
1003	6.196968682
1004	6.196932045
1005	6.196894501
1006	6.196857412
1007	6.196815122
1008	6.19678215
1009	6.19673921
1010	6.196718089
1011	6.196687151
1012	6.196632954
1013	6.196614024
1014	6.19657049
1015	6.196544896
1016	6.196521348
1017	6.196477234
1018	6.196437845
1019	6.19640218
1020	6.19633617
1021	6.196290697
1022	6.196258898
1023	6.196144172
1024	6.196089427
1025	6.196059555
1026	6.195995236
1027	6.195964471
1028	6.195929329
1029	6.195304896
1030	6.195256875
1031	6.195234944
1032	6.195190394
1033	6.195151368
1034	6.195098234
1035	6.195048008
1036	6.195004349
1037	6.194974328
1038	6.194943847
1039	6.194900884
1040	6.194866382
1041	6.194820934
1042	6.194790822
1043	6.194764574
1044	6.194715654
1045	6.194684568
1046	6.194651963
1047	6.194632241
1048	6.194588353
1049	6.19457302
1050	6.194551251
1051	6.194483623
1052	6.19445554
1053	6.194423404
1054	6.194359982
1055	6.194320278
1056	6.19427247
1057	6.194241369
1058	6.194187989
1059	6.194173108
1060	6.194129579
1061	6.194085624
1062	6.194047226
1063	6.194010925
1064	6.193955178
1065	6.193915547
1066	6.193881477
1067	6.193843863
1068	6.193791102
1069	6.19374211
1070	6.193709336
1071	6.193666678
1072	6.193640914
1073	6.193605309
1074	6.193564079
1075	6.193538507
1076	6.193508437
1077	6.193473656
1078	6.193437545
1079	6.193402948
1080	6.193363251
1081	6.193312283
1082	6.193273201
1083	6.193253171
1084	6.193218187
1085	6.193196841
1086	6.192965394
1087	6.192936895
1088	6.192903737
1089	6.192862243
1090	6.192827642
1091	6.192766743
1092	6.192734501
1093	6.192647367
1094	6.192632207
1095	6.192569253
1096	6.192534789
1097	6.192508456
1098	6.192472319
1099	6.192285114
1100	6.192258762
1101	6.192238831
1102	6.192205487
1103	6.192176587
1104	6.192123447
1105	6.192071102
1106	6.19203435
1107	6.192016225
1108	6.191988025
1109	6.191947808
1110	6.191911903
1111	6.191895554
1112	6.191873652
1113	6.191831511
1114	6.191804409
1115	6.191780846
1116	6.191735044
1117	6.191680251
1118	6.191642386
1119	6.191610993
1120	6.191557759
1121	6.191518005
1122	6.191481616
1123	6.191456446
1124	6.191427482
1125	6.191335822
1126	6.191315732
1127	6.191271308
1128	6.191236554
1129	6.191183237
1130	6.191125841
1131	6.191102982
1132	6.191064658
1133	6.191028374
1134	6.190962705
1135	6.190942227
1136	6.190419758
1137	6.190386031
1138	6.190356591
1139	6.190323028
1140	6.190284916
1141	6.1902125
1142	6.190175533
1143	6.19014684
1144	6.190125186
1145	6.190104591
1146	6.190073325
1147	6.190039063
1148	6.190006309
1149	6.189982681
1150	6.189923292
1151	6.189905012
1152	6.1898701
1153	6.189825102
1154	6.189795306
1155	6.189760331
1156	6.189742324
1157	6.189729621
1158	6.189697405
1159	6.189655739
1160	6.189607183
1161	6.18957713
1162	6.189550617
1163	6.18952876
1164	6.189494902
1165	6.189449437
1166	6.189415624
1167	6.189400862
1168	6.189377621
1169	6.189328135
1170	6.189300194
1171	6.189238881
1172	6.189214583
1173	6.189162196
1174	6.189128737
1175	6.189072849
1176	6.189033383
1177	6.189002101
1178	6.188982316
1179	6.188960156
1180	6.188929525
1181	6.188905243
1182	6.188884191
1183	6.188831826
1184	6.188815298
1185	6.188751545
1186	6.188682838
1187	6.18865575
1188	6.188612346
1189	6.188580636
1190	6.188543755
1191	6.188490137
1192	6.18845612
1193	6.188422984
1194	6.188373985
1195	6.188334789
1196	6.188309377
1197	6.188251793
1198	6.18822464
1199	6.188196388
1200	6.188152539
1201	6.188110047
1202	6.188078467
1203	6.188052093
1204	6.188008516
1205	6.187988329
1206	6.187944752
1207	6.187909413
1208	6.187885727
1209	6.187524944
1210	6.187498658
1211	6.187460206
1212	6.187422393
1213	6.187387024
1214	6.187345068
1215	6.187317979
1216	6.187278962
1217	6.186774043
1218	6.186739413
1219	6.186712547
1220	6.186633405
1221	6.186590749
1222	6.186572009
1223	6.186520768
1224	6.186513707
1225	6.186486961
1226	6.186456106
1227	6.186399057
1228	6.186377031
1229	6.186350513
1230	6.186267784
1231	6.186239579
1232	6.186213967
1233	6.186181946
1234	6.186161165
1235	6.186146199
1236	6.186116754
1237	6.186093806
1238	6.186071773
1239	6.186052266
1240	6.18601711
1241	6.185991441
1242	6.185962386
1243	6.185922188
1244	6.185896591
1245	6.185859842
1246	6.185829109
1247	6.1858042
1248	6.185775167
1249	6.185726727
1250	6.185707554
1251	6.185664707
1252	6.185644731
1253	6.185625078
1254	6.185589508
1255	6.185569262
1256	6.185547656
1257	6.18547478
1258	6.185393879
1259	6.185284778
1260	6.185271677
1261	6.185217787
1262	6.185202801
1263	6.185183414
1264	6.185157152
1265	6.185131593
1266	6.185043116
1267	6.18502245
1268	6.184999429
1269	6.18497007
1270	6.184929839
1271	6.1849076
1272	6.184871856
1273	6.184848075
1274	6.184806253
1275	6.184777801
1276	6.18474857
1277	6.184711988
1278	6.184666943
1279	6.184644519
1280	6.184617752
1281	6.184589349
1282	6.184569276
1283	6.184537628
1284	6.184512237
1285	6.184486736
1286	6.18445989
1287	6.184440095
1288	6.184421877
1289	6.184397666
1290	6.18436153
1291	6.18432874
1292	6.184300552
1293	6.184269571
1294	6.184236846
1295	6.184209551
1296	6.184175196
1297	6.183777729
1298	6.183747115
1299	6.183684947
1300	6.183659812
1301	6.183636715
1302	6.183614206
1303	6.183569365
1304	6.183534284
1305	6.183509989
1306	6.183482363
1307	6.183463257
1308	6.183429837
1309	6.183399512
1310	6.183386115
1311	6.183360118
1312	6.183338614
1313	6.183266882
1314	6.183226174
1315	6.183198587
1316	6.183171885
1317	6.183147945
1318	6.183109106
1319	6.183086997
1320	6.182913454
1321	6.182897303
1322	6.182865698
1323	6.182438108
1324	6.18241569
1325	6.182376632
1326	6.182364797
1327	6.182344802
1328	6.182313255
1329	6.182295686
1330	6.182277982
1331	6.182256283
1332	6.182198986
1333	6.182171208
1334	6.182142433
1335	6.182117493
1336	6.182077917
1337	6.182057449
1338	6.182025739
1339	6.181998537
1340	6.181976072
1341	6.181947916
1342	6.181881719
1343	6.181855855
1344	6.181836431
1345	6.181813603
1346	6.181791225
1347	6.181749115
1348	6.181726888
1349	6.181699705
1350	6.181670676
1351	6.181654464
1352	6.181626164
1353	6.181595546
1354	6.181555059
1355	6.181502585
1356	6.181475703
1357	6.181433725
1358	6.181405411
1359	6.181377458
1360	6.181197731
1361	6.181170578
1362	6.18111533
1363	6.18108832
1364	6.181055323
1365	6.18100568
1366	6.180987762
1367	6.180966898
1368	6.180938109
1369	6.180920255
1370	6.180895944
1371	6.180844076
1372	6.180806699
1373	6.180776898
1374	6.180747872
1375	6.180732286
1376	6.180706201
1377	6.180669278
1378	6.180629439
1379	6.180604142
1380	6.180560688
1381	6.180539724
1382	6.180516392
1383	6.180475774
1384	6.180412574
1385	6.180385034
1386	6.18034992
1387	6.180308718
1388	6.180280363
1389	6.180258155
1390	6.180234986
1391	6.180202291
1392	6.18017887
1393	6.180128009
1394	6.180097355
1395	6.179985519
1396	6.179967662
1397	6.179938117
1398	6.17991093
1399	6.179889016
1400	6.179870147
1401	6.179826017
1402	6.17979284
1403	6.179763575
1404	6.179744104
1405	6.179719456
1406	6.179708229
1407	6.179685316
1408	6.179652645
1409	6.179622373
1410	6.179600208
1411	6.179577006
1412	6.179492583
1413	6.179464054
1414	6.179448247
1415	6.179379451
1416	6.179320446
1417	6.179299062
1418	6.17928632
1419	6.179254651
1420	6.179225219
1421	6.179217121
1422	6.179197222
1423	6.17917798
1424	6.179145957
1425	6.179119483
1426	6.179081134
1427	6.179058215
1428	6.178739395
1429	6.178717849
1430	6.178690731
1431	6.178660269
1432	6.178630278
1433	6.178597357
1434	6.178572476
1435	6.178554521
1436	6.178536828
1437	6.178507656
1438	6.178491447
1439	6.178459802
1440	6.17843618
1441	6.178349512
1442	6.178325715
1443	6.178294583
1444	6.178248935
1445	6.178229467
1446	6.178198455
1447	6.178174914
1448	6.178140686
1449	6.178120687
1450	6.178083135
1451	6.178064017
1452	6.178031706
1453	6.17798767
1454	6.177974511
1455	6.177938682
1456	6.177920076
1457	6.177892801
1458	6.177887766
1459	6.17787117
1460	6.17784986
1461	6.177812138
1462	6.177782431
1463	6.177719558
1464	6.177690968
1465	6.177661084
1466	6.177634888
1467	6.17756683
1468	6.177542203
1469	6.177504819
1470	6.177463437
1471	6.177443098
1472	6.177417428
1473	6.177398008
1474	6.17698694
1475	6.176936056
1476	6.176912968
1477	6.176871341
1478	6.17683071
1479	6.176815041
1480	6.17679292
1481	6.176765093
1482	6.17674459
1483	6.176716751
1484	6.176688704
1485	6.176668415
1486	6.176644304
1487	6.176615923
1488	6.176591454
1489	6.176580883
1490	6.176479275
1491	6.176447223
1492	6.176411575
1493	6.176380442
1494	6.176342394
1495	6.176282564
1496	6.176222049
1497	6.17620214
1498	6.176179584
1499	6.176154159
1500	6.176127194
1501	6.176105048
1502	6.176087207
1503	6.176068741
1504	6.176016317
1505	6.176002079
1506	6.175933962
1507	6.175880644
1508	6.175851429
1509	6.175808382
1510	6.175775615
1511	6.175748507
1512	6.175712302
1513	6.175693881
1514	6.175674294
1515	6.175630316
1516	6.175599063
1517	6.175574738
1518	6.175548094
1519	6.175522308
1520	6.175503297
1521	6.1754752
1522	6.175422796
1523	6.175406506
1524	6.175391937
1525	6.175362574
1526	6.175330235
1527	6.175307421
1528	6.175286008
1529	6.175266096
1530	6.175164782
1531	6.175126642
1532	6.175097732
1533	6.175079339
1534	6.175032977
1535	6.175010658
1536	6.174935696
1537	6.17491341
1538	6.174896868
1539	6.174855257
1540	6.174830065
1541	6.174798903
1542	6.174783077
1543	6.174760263
1544	6.174739888
1545	6.174714816
1546	6.174688579
1547	6.174662024
1548	6.174633675
1549	6.174610255
1550	6.174540014
1551	6.174515222
1552	6.174481365
1553	6.174458863
1554	6.174413157
1555	6.1743839
1556	6.174366637
1557	6.174346244
1558	6.174334041
1559	6.174312898
1560	6.174301967
1561	6.174272236
1562	6.174252013
1563	6.174233429
1564	6.174208237
1565	6.174182112
1566	6.174152332
1567	6.174136805
1568	6.174106608
1569	6.174081132
1570	6.174044692
1571	6.174023625
1572	6.173998442
1573	6.173973165
1574	6.173954089
1575	6.173925656
1576	6.173908784
1577	6.173888616
1578	6.173866153
1579	6.17383901
1580	6.173808049
1581	6.173765235
1582	6.173746643
1583	6.173713273
1584	6.173634387
1585	6.173613091
1586	6.173598268
1587	6.173584115
1588	6.173567247
1589	6.173168488
1590	6.173030539
1591	6.173011921
1592	6.172990473
1593	6.172955173
1594	6.172928151
1595	6.172907147
1596	6.172860877
1597	6.172828793
1598	6.172803915
1599	6.172777521
1600	6.172748994
1601	6.172729575
1602	6.17269004
1603	6.17263769
1604	6.172616497
1605	6.172608936
1606	6.172594368
1607	6.172570004
1608	6.172546086
1609	6.172419781
1610	6.172374787
1611	6.172346557
1612	6.172312791
1613	6.172269229
1614	6.172244408
1615	6.172216432
1616	6.172172749
1617	6.172158293
1618	6.172133806
1619	6.172091744
1620	6.172067094
1621	6.172005003
1622	6.171964928
1623	6.17193403
1624	6.171905932
1625	6.171892658
1626	6.171864931
1627	6.17185435
1628	6.171810931
1629	6.171794423
1630	6.171780416
1631	6.171756646
1632	6.171708144
1633	6.171686143
1634	6.171668727
1635	6.171647141
1636	6.171628351
1637	6.17160673
1638	6.171585619
1639	6.171537508
1640	6.171509761
1641	6.171494132
1642	6.171455346
1643	6.171432393
1644	6.171386209
1645	6.171348801
1646	6.171329191
1647	6.17130622
1648	6.171282071
1649	6.17126837
1650	6.171244454
1651	6.17121892
1652	6.171185948
1653	6.171171268
1654	6.171150177
1655	6.171124121
1656	6.171095925
1657	6.171074674
1658	6.17105422
1659	6.171038804
1660	6.17099875
1661	6.170965576
1662	6.170938749
1663	6.170922481
1664	6.170898016
